지방우정청,총괄국명,우체국명, 주소(지번) , 주소(도로명) , 전화번호 
서울지방우정청,서울강남우체국,서울도곡서린우편취급국,서울특별시 강남구 도곡동 543-7 아이파트상가 106,서울특별시 강남구 논현로58길 20 아이파크상가 106,02)3463-0336
서울지방우정청,서울강남우체국,서울도곡한신우편취급국,서울특별시 강남구 도곡2동 417-1,서울특별시 강남구 논현로38길 38-4,02)579-1242
서울지방우정청,서울강남우체국,서울대치우성우편취급국,서울특별시 강남구 대치동 626 청실상가 2층,서울특별시 강남구 남부순환로 2917 청실상가 2층,02)561-0340
서울지방우정청,서울강남우체국,서울대치4동우편취급국,서울특별시 강남구 대치동 938-16,"서울특별시 강남구 도곡로 413, 101호",02)3452-0612
서울지방우정청,서울강남우체국,서울대치동아우편취급국,서울특별시 강남구 대치동 901-12,서울특별시 강남구 역삼로71길 12,02)563-0004
서울지방우정청,서울강남우체국,군인공제회우편취급국,서울특별시 강남구 도곡2동 467-12,서울특별시 강남구 남부순환로 2806,02)2190-2727
서울지방우정청,서울성북우체국,서울성북우체국,서울특별시 성북구 하월곡동 88-3,서울특별시 성북구 동소문로 310,02)3396-0104
서울지방우정청,서울성북우체국,서울돈암동우체국,"서울특별시 성북구 삼선동4가 352-1, 2층","서울특별시 성북구 보문로 178, 2층",02)923-0430
서울지방우정청,서울성북우체국,서울석관동우체국,서울특별시 성북구 장위동 65-176,서울특별시 성북구 화랑로 203,02)915-6800
서울지방우정청,서울성북우체국,서울정릉우체국,"서울특별시 성북구 정릉동 414-3, 외 1필지",서울특별시 성북구 보국문로 12,02)914-0205
서울지방우정청,서울성북우체국,서울종암동우체국,서울특별시 성북구 종암동 10-303,서울특별시 성북구 종암로 64,02)912-0102
서울지방우정청,서울성북우체국,서울장위동우체국,장위4구역주택재개발 추진 구역에 포함되어 업무중지중(19.7.1.부터4년 소요),(기존)특별시 성북구 돌곳이로28길 3(장위4구역주택재개발 추진 구역에 포함되어 업무중지중(19.7.1.부터4년 소요)),02)916-2005
서울지방우정청,서울성북우체국,서울동소문동우체국,서울특별시 성북구 동소문1가 44,서울특별시 성북구 성북로2길 31,02)741-0204
서울지방우정청,서울성북우체국,고려대학교우체국,"서울특별시 성북구 안암동5가 1-2, 국제관 204호","서울특별시 성북구 안암로 145, 국제관 204호",02)923-2005
서울지방우정청,서울성북우체국,서울성북2동우편취급국,서울특별시 성북구 성북동 133-56,서울특별시 성북구 성북로 59  1층 (성북동) ,02)741-0086
서울지방우정청,서울성북우체국,한성대학교우편취급국,서울특별시 성북구 삼선동2가 389,서울특별시 성북구 삼선교로16길 116 (삼선동2가) ,02)760-4235
서울지방우정청,서울성북우체국,서울삼익아파트우편취급국,서울특별시 성북구 안암동3가 135,서울특별시 성북구 안암로9길 30 (안암동3가),02)923-2004
서울지방우정청,서울성북우체국,서울월곡1동우편취급국,서울특별시 성북구 하월곡동 24-1,서울특별시 성북구 화랑로5길 90 (하월곡동),02)912-1255
서울지방우정청,서울성북우체국,서울장위1동우편취급국,서울특별시 성북구 장위동 233-264,서울특별시 성북구 장위로 60 (장위동) ,02)919-6900
서울지방우정청,서울성북우체국,서울석관1동우편취급국,서울특별시 성북구 석관동 182-40,서울특별시 성북구 한천로 584 (석관동),02)957-2005
서울지방우정청,서울성북우체국,국민대학교우편취급국,서울특별시 성북구 정릉동 861-1,서울특별시 성북구 정릉로 77 종합복지관 2층,02)910-4970
서울지방우정청,서울성북우체국,서경대학교우편취급국,서울특별시 성북구 정릉4동 산16-1,서울특별시 성북구 서경로 124 유담관 3층,02)909-4180
서울지방우정청,서울강동우체국,서울강동우체국,서울특별시 강동구 길1동 403,서울특별시 강동구 양재대로 112길 57 ,02)440-2828
서울지방우정청,서울강동우체국,서울천호동우체국,서울특별시 강동구 천호동 425-6,서울특별시 강동구 구천면로 188(천호동),02)472-3301
서울지방우정청,서울강동우체국,서울명일동우체국,서울특별시 강동구 명일동 327-3,서울특별시 강동구 구천면로 424-9 ,02)3427-2001
서울지방우정청,서울강동우체국,서울고덕동우체국,서울특별시 강동구 상일동 519-2,서울특별시 갇동구 고덕로80길 8,02)6954-0557
서울지방우정청,서울강동우체국,서울성내동우체국,서울특별시 강동구 성내3동 440-28,서울특별시 강동구 양재대로 1309 ,02)470-1141
서울지방우정청,서울강동우체국,서울상일동우체국,서울특별시 강동구 상일동 354-1,서울특별시 강동구 상일로 9 ,02)426-2505
서울지방우정청,서울강동우체국,서울강일동우체국,서울특별시 강동구 강일동 678-2,서울특별시 강동구 아리수로91길 12(강일동),02)3427-4564
서울지방우정청,서울강동우체국,서울천호3동우편취급국,서울특별시 강동구 천호3동 121-93,서울특별시 강동구 성안로 191(천호3동),02)470-9009
서울지방우정청,서울강동우체국,서울둔촌2동우편취급국,서울특별시 강동구 둔촌동 67-1,서울특별시 강동구 진황도로 147(둔촌동),02)479-1717
서울지방우정청,서울강동우체국,서울명일삼익우편취급국,서울특별시 강동구 명일동 349-1,서울특별시 강동구 천중로51길 102(명일동),02)3428-0004
서울지방우정청,서울강동우체국,서울명일현대우편취급국,서울특별시 강동구 명일동 54 한양상가 2층,서울특별시 강동구 동남로71길 23(명일동),02)442-0205
서울지방우정청,서울강동우체국,서울고덕시영우편취급국,서울특별시 강동구 고덕동 655-5,서울특별시 강동구 고덕로61길 132,02)441-1186
서울지방우정청,서울강동우체국,서울암사3동우편취급국,서울특별시 강동구 암사3동 400,서울특별시 강동구 고덕로27길 28,02)427-4949
서울지방우정청,서울강동우체국,서울성내1동우편취급국,서울특별시 강동구 성내동 542-2,서울특별시 강동구 성내로 67 (성내동),02-6487-2001
서울지방우정청,서울송파우체국,서울송파우체국,서울특별시 송파구 오금동 50-3,서울특별시 송파구 오금로 323,02)405-8777
서울지방우정청,서울송파우체국,서울잠실2동우체국,서울특별시 송파구 잠실동 19-7,서울특별시 송파구 올림픽로 107,02)423-2004
서울지방우정청,서울송파우체국,서울송파1동우체국,서울특별시 송파구 송파1동 113-2 여성문화회관 1층,"서울특별시 송파구 백제고분로42길 5, 1층",02)422-0004
서울지방우정청,서울송파우체국,서울잠실4동우체국,서울특별시 송파구 신천동 20-5,서울특별시 송파구 올림픽로35길 16,02)423-2005
서울지방우정청,서울송파우체국,서울잠실우체국,서울특별시 송파구 방이동 65-3 현민빌딩 2층,"서울특별시 송파구 오금로 101, 2층",02)417-0004
서울지방우정청,서울송파우체국,서울잠실3동우체국,서울특별시 송파구 잠실3동 27-12,서울특별시 송파구 잠실로 51-33,02)414-2200
서울지방우정청,서울송파우체국,서울마천동우체국,서울특별시 송파구 마천1동 128-75,서울특별시 송파구 거마로20길 34,02)407-6661
서울지방우정청,서울송파우체국,서울방이동우체국,서울특별시 송파구 방이동 115-14,서울특별시 송파구 오금로 187,02)417-0789
서울지방우정청,서울송파우체국,서울삼전동우체국,서울특별시 송파구 삼전동 72-4,서울특별시 송파구 백제고분로 256,02)417-0800
서울지방우정청,서울송파우체국,서울가락본동우체국,서울특별시 송파구 가락동 77,서울특별시 송파구 송파대로30길 36,02)408-0409
서울지방우정청,서울송파우체국,서울오륜동우체국,서울특별시 송파구 오륜동 89-13,서울특별시 송파구 양재대로 1218,02)404-0014
서울지방우정청,서울송파우체국,서울풍납동우체국,"서울특별시 송파구 풍납동 497, 1층","서울특별시 송파구 올림픽로 575, 1층",02)483-2006
서울지방우정청,서울송파우체국,서울문정동우체국,서울특별시 송파구 문정2동 150-17,서울특별시 송파구 중대로 20,02)448-0205
서울지방우정청,서울송파우체국,서울거여동우체국,서울특별시 송파구 거여동 289-6 ,서울특별시 송파구 양산로 3,02)402-2855
서울지방우정청,서울송파우체국,서울가든파이브우체국,서울특별시 송파구 문정동 634 가든파이브 라이프테크노관 1002호,"서울특별시 송파구 충민로 66, 1002호",02)6949-3033
서울지방우정청,서울송파우체국,서울동부지방법원우체국,서울특별시 송파구 문정동 650,"서울특별시 송파구 법원로 101 (문정동, 서울동부지방법원)",02-2138-8740
서울지방우정청,서울송파우체국,서울풍납2동우편취급국,서울특별시 송파구 풍납2동 392-2,서울특별시 송파구 올림픽로45길 19,02)474-6114
서울지방우정청,서울송파우체국,서울오금대림우편취급국,서울특별시 송파구 오금동 18-11,서울특별시 송파구 마천로 61,02)448-0015
서울지방우정청,서울송파우체국,서울가락극동우편취급국,서울특별시 송파구 가락동 192,서울특별시 송파구 동남로 208,02)404-2116
서울지방우정청,서울송파우체국,서울송파한양우편취급국,서울특별시 송파구 송파동 174-1,서울특별시 송파구 송이로 26,02)2202-0004
서울지방우정청,서울송파우체국,서울삼전서호우편취급국,서울특별시 송파구 삼전동 15,서울특별시 송파구 삼전로12길 10,02)420-2797
서울지방우정청,서울송파우체국,서울문정건영우편취급국,서울특별시 송파구 문정동 70-13,서울특별시 송파구 새말로 103,02)404-5009
서울지방우정청,서울송파우체국,서울아산병원우편취급국,서울특별시 송파구 풍납동 388-1,서울특별시 송파구 올림픽로43길 88,02)3010-7888
서울지방우정청,서울송파우체국,서울문정로데오우편취급국,서울특별시 송파구 문정동 41-5,서울특별시 송파구 동남로4길 10,02)409-0203
서울지방우정청,서울송파우체국,서울장미아파트우편취급국,서울특별시 송파구 신천동 7,서울특별시 송파구 신천로 25,02)415-3050
서울지방우정청,서울송파우체국,서울잠실우성우편취급국,서울특별시 송파구 잠실7동 101-1,서울특별시 송파구 올림픽로4길 48,02)413-0233
