번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),점포구분명
80,대규모점포,08_25_01_P,3340000,2.01633E+18,20161115,,1,영업/정상,5,영업개시전,,,,,051-710-8802,23810.3,604852,부산광역시 사하구 하단동 526번지 6호,부산광역시 사하구 낙동남로 1413 (하단동),604852,아트몰링 부산점,2.01611E+13,I,59:59.0,복합쇼핑몰,379212.0797,180390.069,대규모점포
81,대규모점포,08_25_01_P,4050000,2.01341E+18,20130103,,1,영업/정상,5,영업개시전,,,,,031 289 5602,13960.94,446902,경기도 용인시 기흥구 공세동 734번지 1호,경기도 용인시 기흥구 탑실로 38-0 (공세동),446902,코스트코 홀세일 공세점,2.02103E+13,U,40:00.0,대형마트,209595.7656,415153.669,대규모점포
82,대규모점포,08_25_01_P,3930000,2.01839E+18,20181224,,1,영업/정상,5,영업개시전,,,,,,129.79,,경기도 안산시 단원구 고잔동 532번지,"경기도 안산시 단원구 고잔로 67, 힐스테이트중앙 A동 101호 (고잔동)",15351,GS슈퍼마켓 안산고잔점,2.01812E+13,I,20:29.0,구분없음,185329.741,424234.7804,준대규모점포
83,대규모점포,08_25_01_P,6520000,2.02065E+18,20201125,,1,영업/정상,5,영업개시전,,,,,064-908-6013,8834.54,,제주특별자치도 서귀포시 안덕면 서광리 산 24,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,63522,제주 프리미엄 전문점,2.02011E+13,I,23:08.0,전문점,136356.9423,-20780.80749,대규모점포
84,대규모점포,08_25_01_P,3330000,2.02233E+18,20220502,,1,영업/정상,5,영업개시전,,,,,,118.25,,부산광역시 해운대구 우동 1504 센텀코아,"부산광역시 해운대구 센텀2로 19, 센텀코아 1층 102호 (우동)",48060,(주)지에스리테일 센텀시티점,2.02205E+13,I,22:32.0,대형마트,394224.1103,187441.7964,준대규모점포
85,대규모점포,08_25_01_P,3560000,2.02236E+18,20220517,,1,영업/정상,5,영업개시전,,,,,02-380-5042,476,,인천광역시 서구 가정동 0 루원시티 SK Leaders' VIEW,"인천광역시 서구 가정로 437, 303동 지하2층 B242~B250호 (가정동, 루원시티 SK Leaders' VIEW)",22775,(주)이마트에브리데이 인천sk리더스뷰점,2.02205E+13,I,22:31.0,쇼핑센터,,,준대규모점포
86,대규모점포,08_25_01_P,3450000,2.00035E+18,19970630,,1,영업/정상,1,정상영업,,,,,053 3831234,11525.46,,대구광역시 북구 산격동 1817호,대구광역시 북구 검단로 97 (산격동),,코스트코 홀세일,2.01512E+13,I,59:59.0,대형마트,346013.6515,268532.1899,대규모점포
87,대규모점포,08_25_01_P,3450000,2.00035E+18,19990211,,1,영업/정상,1,정상영업,,,,,,,,대구광역시 북구 노원동2가 381호,대구광역시 북구 팔달로 183 (노원동2가),,하나프러스,2.00707E+13,I,59:59.0,그 밖의 대규모점포,341722.53,266512.6492,
88,대규모점포,08_25_01_P,3450000,2.00035E+18,19990612,,1,영업/정상,1,정상영업,,,,20190415,053-604-0700,200.49,,대구광역시 북구 산격동 1629호,대구광역시 북구 유통단지로 16 (산격동),,대구기계공구상협동조합,2.01904E+13,U,40:00.0,시장,344912.3589,268253.8303,대규모점포
89,대규모점포,08_25_01_P,3450000,2.00035E+18,19990712,,1,영업/정상,1,정상영업,,,,,053- 604-4114,10568.69,702845,대구광역시 북구 산격2동 1665번지,대구광역시 북구 유통단지로 38 (산격동),702717,대구종합유통단지 전기재료관,2.02007E+13,U,40:00.0,그 밖의 대규모점포,345062.7542,268408.9514,대규모점포
90,대규모점포,08_25_01_P,3450000,2.00035E+18,19991005,,1,영업/정상,1,정상영업,,,,,324-3327,0,,대구광역시 북구 태전동 993호,대구광역시 북구 칠곡중앙대로 412 (태전동),,네오시티프라자,2.00804E+13,I,59:59.0,시장,339707.016,271331.0883,
91,대규모점포,08_25_01_P,3450000,2.00035E+18,19991115,,1,영업/정상,1,정상영업,,,,,053-604-2000,18869.54,,대구광역시 북구 산격동 1621번지,"대구광역시 북구 유통단지로 45 (산격동, 유통단지전자관)",41505,대구종합유통단지 전자관,2.02103E+13,U,40:00.0,그 밖의 대규모점포,344997.5853,268604.3506,대규모점포
92,대규모점포,08_25_01_P,3450000,2.00035E+18,19740730,,1,영업/정상,1,정상영업,,,,,053-423-3480,0,,대구광역시 북구 칠성동1가 276-163,대구광역시 북구 칠성남로 229(칠성동1가),41583,칠성시장,2.02207E+13,U,40:00.0,그 밖의 대규모점포,344933.8639,265180.7836,대규모점포
93,대규모점포,08_25_01_P,3450000,2.00035E+18,19801127,,1,영업/정상,1,정상영업,,,,,053 4260983,0,,대구광역시 북구 칠성동1가 89호,대구광역시 북구 칠성시장로 19 (칠성동1가),,경명시장,2.01307E+13,I,59:59.0,그 밖의 대규모점포,344814.6024,265105.7538,대규모점포
94,대규모점포,08_25_01_P,3450000,2.00035E+18,19601027,,1,영업/정상,1,정상영업,,,,,053 9427125,,,대구광역시 북구 대현동 390호,대구광역시 북구 대현로20길 30 (대현동),,동대구시장,2.01605E+13,I,59:59.0,그 밖의 대규모점포,345243.8947,265723.1339,
95,대규모점포,08_25_01_P,3450000,2.00035E+18,19810502,,1,영업/정상,1,정상영업,,,,,053 9598596,,,대구광역시 북구 산격동 1258호,대구광역시 북구 대동로1길 34 (산격동),,산격종합시장,2.00707E+13,I,59:59.0,그 밖의 대규모점포,345348.0501,267644.2197,
96,대규모점포,08_25_01_P,3450000,2.00035E+18,19830704,,1,영업/정상,1,정상영업,,,,,053 9555477,,,대구광역시 북구 복현동 462호,대구광역시 북구 경진로1길 78 (복현동),,복현종합시장,2.00707E+13,I,59:59.0,,346206.5494,267011.7153,
97,대규모점포,08_25_01_P,3450000,2.00035E+18,19980328,,1,영업/정상,1,정상영업,,,,,053 320 3202,8723,,대구광역시 북구 읍내동 1343-6호,대구광역시 북구 칠곡중앙대로 416 (읍내동),702200,동아아울렛 강북점,2.02205E+13,U,40:00.0,복합쇼핑몰,339731.4043,271557.9402,대규모점포
98,대규모점포,08_25_01_P,3450000,2.00035E+18,19961010,,1,영업/정상,1,정상영업,,,,,053 3203000,0,,대구광역시 북구 관음동 1369-1호,,,홈플러스 칠곡IC점,2.00811E+13,I,59:59.0,그 밖의 대규모점포,338928.8296,271647.0942,
99,대규모점포,08_25_01_P,3450000,2.00035E+18,19760906,,1,영업/정상,1,정상영업,,,,,053 4254073,,,대구광역시 북구 칠성동1가 276-108호,,,삼성시장,2.00707E+13,I,59:59.0,그 밖의 대규모점포,,,
100,대규모점포,08_25_01_P,3450000,2.00035E+18,19690707,,1,영업/정상,1,정상영업,,,,,053 3578715,,,대구광역시 북구 노원동2가 375호,대구광역시 북구 팔달로37길 11 (노원동2가),,팔달시장,2.00707E+13,I,59:59.0,그 밖의 대규모점포,341785.154,266528.3536,
101,대규모점포,08_25_01_P,3450000,2.00035E+18,19760514,,1,영업/정상,1,정상영업,,,,,053 3578141,,,대구광역시 북구 노원동3가 876호,대구광역시 북구 팔달로27길 42 (노원동3가),,팔달신시장,2.00707E+13,I,59:59.0,그 밖의 대규모점포,341375.6078,266725.1743,
102,대규모점포,08_25_01_P,3450000,2.00035E+18,19760420,,1,영업/정상,1,정상영업,,,,,053 4260419,,,대구광역시 북구 칠성동1가 302-98호,,,대성시장,2.00707E+13,I,59:59.0,그 밖의 대규모점포,,,
103,대규모점포,08_25_01_P,3450000,2.00135E+18,20011022,,1,영업/정상,1,정상영업,,,,,053-607-8000,14022,,대구광역시 북구 동천동 968호,대구광역시 북구 동암로12길 8 (동천동),,(주)홈플러스 칠곡점,2.02106E+13,U,40:00.0,대형마트,340320.7227,272735.6757,대규모점포
104,대규모점포,08_25_01_P,3450000,2.00135E+18,20010522,,1,영업/정상,1,정상영업,,,,,053 6011500,12937.27,,대구광역시 북구 산격동 1667호,대구광역시 북구 유통단지로 60 (산격동),,대구종합유통단지 섬유제품관,2.0191E+13,U,40:00.0,그 밖의 대규모점포,345250.7566,268519.3873,대규모점포
105,대규모점포,08_25_01_P,3450000,2.00235E+18,20020208,,1,영업/정상,1,정상영업,,,,,053 6091052,8651.61,702851,대구광역시 북구 칠성동2가 20번지 1호,대구광역시 북구 침산로 93 (칠성동2가),,신세계이마트 칠성점,2.01006E+13,I,59:59.0,대형마트,343510.5732,266134.2599,
106,대규모점포,08_25_01_P,3450000,2.00235E+18,20020527,,1,영업/정상,1,정상영업,,,,,213-6011,12588.21,702062,대구광역시 북구 칠성동2가 20번지 1호,대구광역시 북구 침산로 93 (칠성동2가),,(주)스펙트럼시티,2.01707E+13,I,59:59.0,그 밖의 대규모점포,343510.5732,266134.2599,대규모점포
107,대규모점포,08_25_01_P,3450000,2.00735E+18,20001201,,1,영업/정상,1,정상영업,,,,,6015057,5600,,대구광역시 북구 산격동 1676 대구전시컨벤션센터,"대구광역시 북구 엑스코로 10, 대구전시컨벤션센터 (산격동)",41515,EXCO Mall,2.02111E+13,U,40:00.0,그 밖의 대규모점포,345549.1102,268620.8457,대규모점포
108,대규모점포,08_25_01_P,3450000,2.00735E+18,20071220,,1,영업/정상,1,정상영업,,,,,053-310-8800,16272.6,702250,대구광역시 북구 동천동 894번지 1호,대구광역시 북구 동암로 90 (동천동),,한신공영(주),2.02111E+13,U,40:00.0,그 밖의 대규모점포,340718.2536,272659.9751,대규모점포
109,대규모점포,08_25_01_P,3450000,2.01235E+18,20120410,,1,영업/정상,1,정상영업,,,,,053-326-8545,280,702280,대구광역시 북구 구암동 652번지 1호,대구광역시 북구 구암로32길 6-10 (구암동),702808,홈플러스(주)익스프레스 구암2점,2.02106E+13,U,40:00.0,그 밖의 대규모점포,340442.5923,271224.0376,준대규모점포
110,대규모점포,08_25_01_P,3450000,2.00535E+18,20030205,,1,영업/정상,1,정상영업,,,,,536601610,34827.86,702746,대구광역시 북구 칠성동2가 302번지 155호 롯데백화점,대구광역시 북구 태평로 161 (칠성동2가),702746,롯데백화점 대구점,2.02205E+13,U,40:00.0,쇼핑센터,344047.1649,265132.988,대규모점포
111,대규모점포,08_25_01_P,3450000,2.00335E+18,20031216,,1,영업/정상,1,정상영업,,,,,053 604 6114,6393.6,,대구광역시 북구 산격동 1666호,대구광역시 북구 유통단지로 50 (산격동),,대구종합유통단지 전기조명관사업협동조합,2.01807E+13,I,59:59.0,복합쇼핑몰,345130.3132,268448.7235,대규모점포
112,대규모점포,08_25_01_P,3450000,2.00535E+18,20020208,,1,영업/정상,1,정상영업,,,,,053 6091050,8651.61,,대구광역시 북구 칠성동2가 20번지 1호,대구광역시 북구 침산로 93 (칠성동2가),,(주)이마트 칠성점,2.02005E+13,U,40:00.0,대형마트,343510.5732,266134.2599,대규모점포
113,대규모점포,08_25_01_P,3450000,2.00835E+18,20081103,,1,영업/정상,1,정상영업,,,,,053-601-2000,14925.65,702716,대구광역시 북구 산격2동 1668번지 일반의류관,대구광역시 북구 유통단지로14길 22 (산격동),702716,대구종합유통단지 일반의류관,2.02207E+13,U,40:00.0,그 밖의 대규모점포,345320.3323,268402.3727,대규모점포
114,대규모점포,08_25_01_P,3450000,2.00835E+18,20080731,,1,영업/정상,1,정상영업,,,,,604-2011,10519.8,702012,대구광역시 북구 산격동 1626번지,대구광역시 북구 유통단지로 25 (산격동),702845,전자상가협동조합,2.02006E+13,U,40:00.0,그 밖의 대규모점포,344879.4215,268476.8749,대규모점포
115,대규모점포,08_25_01_P,3450000,2.00835E+18,20020527,,1,영업/정상,1,정상영업,,,,,213-6001,12333.11,702062,대구광역시 북구 칠성동2가 20번지 1호,대구광역시 북구 침산로 93 (칠성동2가),702062,스펙트럼시티,2.01707E+13,I,59:59.0,시장,343510.5732,266134.2599,대규모점포
116,대규모점포,08_25_01_P,3450000,2.01235E+18,20110930,,1,영업/정상,1,정상영업,,,,,053-381-5602,1082.3,702022,대구광역시 북구 복현2동 539번지 123호,대구광역시 북구 검단로 8 (복현동),702833,롯데쇼핑(주)롯데슈퍼 복현점,2.02204E+13,U,40:00.0,그 밖의 대규모점포,345790.1184,267617.1169,준대규모점포
117,대규모점포,08_25_01_P,3450000,2.01235E+18,20110930,,1,영업/정상,1,정상영업,,,,,053 323 5607,357.2,702250,대구광역시 북구 동천동 876번지 5호,대구광역시 북구 동천로 5-7 (동천동),702885,롯데프레시 대구칠곡가맹점,2.02111E+13,U,40:00.0,그 밖의 대규모점포,340486.8731,271332.9202,준대규모점포
118,대규모점포,08_25_01_P,3650000,2.00237E+18,20140108,,1,영업/정상,1,정상영업,,,,,718-2422,13994.16,,대전광역시 중구 선화동 3번지 14  호,대전광역시 중구 중앙로 141 (선화동),301050,이랜드리테일 NC 중앙로역점,2.02205E+13,U,40:00.0,백화점,238117.4205,314301.9536,대규모점포
119,대규모점포,08_25_01_P,3650000,1.97737E+18,19770610,,1,영업/정상,1,정상영업,,,,,,,,대전광역시 중구 문창동 383-4호,,,신남부시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
120,대규모점포,08_25_01_P,3650000,1.98237E+18,19820208,,1,영업/정상,1,정상영업,,,,,,,,대전광역시 중구 선화동 160-1호,,,선화상가,2.00706E+13,I,59:59.0,대형마트,,,
121,대규모점포,08_25_01_P,3650000,1.98437E+18,19840123,,1,영업/정상,1,정상영업,,,,,042-582-3822,4085.84,,"대전광역시 중구 유천동 335번지 17호 (관계지번:유천동 335-5,6,7,8,9,10)",대전광역시 중구 대둔산로 518 (유천동),34978,서부종합시장,2.01802E+13,I,59:59.0,그 밖의 대규모점포,234997.7881,312771.2367,대규모점포
122,대규모점포,08_25_01_P,3650000,1.98637E+18,19861202,,1,영업/정상,1,정상영업,,,,,042 526 0090,10976.99,,대전광역시 중구 태평동 395-1번지,대전광역시 중구 태평로 71 (태평동),34885,뉴삼부프라자,2.01608E+13,I,59:59.0,그 밖의 대규모점포,235249.0856,313681.0796,대규모점포
123,대규모점포,08_25_01_P,3650000,1.98737E+18,19870221,,1,영업/정상,1,정상영업,,,,,042523-1172,5881.34,,대전광역시 중구 유천동 196호,대전광역시 중구 평촌로 84 (유천동),,새서울종합시장,2.01409E+13,I,59:59.0,그 밖의 대규모점포,235551.4531,313526.5383,대규모점포
124,대규모점포,08_25_01_P,3650000,1.98737E+18,19870106,,1,영업/정상,1,정상영업,,,,,,,,대전광역시 중구 오류동 175-1호,,,삼성슈퍼,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
125,대규모점포,08_25_01_P,3650000,1.99037E+18,19901222,,1,영업/정상,1,정상영업,,,,,,,,대전광역시 중구 은행동 330-216호,,,중앙로1번가지하상가,2.00706E+13,I,59:59.0,쇼핑센터,,,
126,대규모점포,08_25_01_P,3650000,1.99437E+18,19941209,,1,영업/정상,1,정상영업,,,,,042-257-9328,6075.7,301060,대전광역시 중구 은행동 143번지 1호,대전광역시 중구 중앙로156번길 16 (은행동),301060,패션엔비,2.02107E+13,U,40:00.0,쇼핑센터,238281.4121,314245.2458,대규모점포
127,대규모점포,08_25_01_P,3650000,1.99637E+18,19960930,,1,영업/정상,1,정상영업,,,,,,,,대전광역시 중구 대흥동 4-458호,,,대전코아,2.00706E+13,I,59:59.0,백화점,,,
128,대규모점포,08_25_01_P,3650000,1.99637E+18,19960819,,1,영업/정상,1,정상영업,,,,,042 2261234,50499.08,,대전광역시 중구 문화동 1번지 16호,대전광역시 중구 계백로 1700 (문화동),,백화점 세이,2.02001E+13,U,40:00.0,백화점,236652.1694,313435.5563,대규모점포
129,대규모점포,08_25_01_P,3650000,1.99637E+18,19960408,,1,영업/정상,1,정상영업,,,,,042-534-7837,8938.38,301740,대전광역시 중구 오류동 152호,대전광역시 중구 계백로 1731 (오류동),301740,제일가구프라자,2.02102E+13,U,40:00.0,전문점,236882.0009,313611.2885,대규모점포
130,대규모점포,08_25_01_P,3650000,1.99837E+18,20101109,,1,영업/정상,1,정상영업,,,,,042 224 2599,5502.07,301830,대전광역시 중구 용두동 23번지 1호 골든타워빌딩 10층,"대전광역시 중구 계룡로 861 (용두동,골든타워빌딩 10층)",,대림가구타워,2.01409E+13,I,59:59.0,전문점,236803.2838,313821.1115,대규모점포
131,대규모점포,08_25_01_P,3650000,1.99837E+18,19980515,,1,영업/정상,1,정상영업,,,,,042 539 1060,13103.77,301827,대전광역시 중구 오류동 116번지 3호,대전광역시 중구  오류로  41 (오류동),301827,코스트코 홀세일 대전점,2.01606E+13,I,59:59.0,대형마트,236159.4964,313764.6726,대규모점포
132,대규모점포,08_25_01_P,3650000,2.00137E+18,20011110,,1,영업/정상,1,정상영업,,20110118,20120115,,224-1001,3375,,대전광역시 중구 은행동 48번지 1호,"대전광역시 중구 중앙로 160 (은행동, 밀라노21)",34921,밀라노21 운영관리위원회,2.01606E+13,I,59:59.0,그 밖의 대규모점포,238293.9566,314320.9792,대규모점포
133,대규모점포,08_25_01_P,3650000,2.00237E+18,20020829,,1,영업/정상,1,정상영업,,,,,042 223 9736,4061.38,,대전광역시 중구 문화동 1번지 19호,대전광역시 중구 중앙로 8 (문화동),,가구갤러리,2.02203E+13,U,40:00.0,전문점,237039.5069,313572.6602,대규모점포
134,대규모점포,08_25_01_P,3650000,2.00237E+18,20021015,,1,영업/정상,1,정상영업,,,,,042 226 2080,11745.57,,대전광역시 중구 문화동 1번지 17  호,대전광역시 중구 계백로 1690 (문화동),,홈플러스(주) 문화점,2.02107E+13,U,40:00.0,대형마트,236541.2821,313349.9668,대규모점포
